"","step","Context tone","Speechness","subject","T4_count"
"2450","step14","Tone 1","Speech","X030",0
"2451","step01","Tone 2","Speech","X030",5
"2452","step02","Tone 2","Speech","X030",4
"2453","step03","Tone 2","Speech","X030",1
"2454","step04","Tone 2","Speech","X030",2
"2455","step05","Tone 2","Speech","X030",3
"2456","step06","Tone 2","Speech","X030",1
"2457","step07","Tone 2","Speech","X030",0
"2458","step08","Tone 2","Speech","X030",1
"2459","step09","Tone 2","Speech","X030",0
"2460","step10","Tone 2","Speech","X030",2
"2461","step11","Tone 2","Speech","X030",1
"2462","step12","Tone 2","Speech","X030",1
"2463","step13","Tone 2","Speech","X030",1
"2464","step14","Tone 2","Speech","X030",1
"2465","step01","Tone 4","Speech","X030",7
"2466","step02","Tone 4","Speech","X030",7
"2467","step03","Tone 4","Speech","X030",7
"2468","step04","Tone 4","Speech","X030",7
"2469","step05","Tone 4","Speech","X030",7
"2470","step06","Tone 4","Speech","X030",7
"2471","step07","Tone 4","Speech","X030",7
"2472","step08","Tone 4","Speech","X030",7
"2473","step09","Tone 4","Speech","X030",6
"2474","step10","Tone 4","Speech","X030",7
"2475","step11","Tone 4","Speech","X030",6
"2476","step12","Tone 4","Speech","X030",3
"2477","step13","Tone 4","Speech","X030",0
"2478","step14","Tone 4","Speech","X030",0
"2479","step01","Tone 1","Speech","X031",7
"2480","step02","Tone 1","Speech","X031",7
"2481","step03","Tone 1","Speech","X031",7
"2482","step04","Tone 1","Speech","X031",7
"2483","step05","Tone 1","Speech","X031",4
"2484","step06","Tone 1","Speech","X031",4
"2485","step07","Tone 1","Speech","X031",1
"2486","step08","Tone 1","Speech","X031",0
"2487","step09","Tone 1","Speech","X031",0
"2488","step10","Tone 1","Speech","X031",0
"2489","step11","Tone 1","Speech","X031",0
"2490","step12","Tone 1","Speech","X031",0
"2491","step13","Tone 1","Speech","X031",0
"2492","step14","Tone 1","Speech","X031",0
"2493","step01","Tone 2","Speech","X031",1
"2494","step02","Tone 2","Speech","X031",2
"2495","step03","Tone 2","Speech","X031",1
"2496","step04","Tone 2","Speech","X031",2
"2497","step05","Tone 2","Speech","X031",0
"2498","step06","Tone 2","Speech","X031",0
"2499","step07","Tone 2","Speech","X031",0
"2500","step08","Tone 2","Speech","X031",1
"2501","step09","Tone 2","Speech","X031",0
"2502","step10","Tone 2","Speech","X031",0
"2503","step11","Tone 2","Speech","X031",0
"2504","step12","Tone 2","Speech","X031",0
"2505","step13","Tone 2","Speech","X031",0
"2506","step14","Tone 2","Speech","X031",0
"2507","step01","Tone 4","Speech","X031",7
"2508","step02","Tone 4","Speech","X031",7
"2509","step03","Tone 4","Speech","X031",7
"2510","step04","Tone 4","Speech","X031",6
"2511","step05","Tone 4","Speech","X031",7
"2512","step06","Tone 4","Speech","X031",7
"2513","step07","Tone 4","Speech","X031",7
"2514","step08","Tone 4","Speech","X031",6
"2515","step09","Tone 4","Speech","X031",6
"2516","step10","Tone 4","Speech","X031",2
"2517","step11","Tone 4","Speech","X031",0
"2518","step12","Tone 4","Speech","X031",0
"2519","step13","Tone 4","Speech","X031",0
"2520","step14","Tone 4","Speech","X031",0
"2521","step01","Tone 1","Speech","X001",7
"2522","step02","Tone 1","Speech","X001",7
"2523","step03","Tone 1","Speech","X001",6
"2524","step04","Tone 1","Speech","X001",7
"2525","step05","Tone 1","Speech","X001",7
"2526","step06","Tone 1","Speech","X001",7
"2527","step07","Tone 1","Speech","X001",6
"2528","step08","Tone 1","Speech","X001",3
"2529","step09","Tone 1","Speech","X001",1
"2530","step10","Tone 1","Speech","X001",NA
"2531","step11","Tone 1","Speech","X001",0
"2532","step12","Tone 1","Speech","X001",0
"2533","step13","Tone 1","Speech","X001",0
"2534","step14","Tone 1","Speech","X001",0
"2535","step01","Tone 2","Speech","X001",7
"2536","step02","Tone 2","Speech","X001",7
"2537","step03","Tone 2","Speech","X001",7
"2538","step04","Tone 2","Speech","X001",7
"2539","step05","Tone 2","Speech","X001",7
"2540","step06","Tone 2","Speech","X001",6
"2541","step07","Tone 2","Speech","X001",6
"2542","step08","Tone 2","Speech","X001",1
"2543","step09","Tone 2","Speech","X001",1
"2544","step10","Tone 2","Speech","X001",0
"2545","step11","Tone 2","Speech","X001",0
"2546","step12","Tone 2","Speech","X001",1
"2547","step13","Tone 2","Speech","X001",0
"2548","step14","Tone 2","Speech","X001",0
"2549","step01","Tone 4","Speech","X001",7
"2550","step02","Tone 4","Speech","X001",7
"2551","step03","Tone 4","Speech","X001",7
"2552","step04","Tone 4","Speech","X001",7
"2553","step05","Tone 4","Speech","X001",7
"2554","step06","Tone 4","Speech","X001",7
"2555","step07","Tone 4","Speech","X001",7
"2556","step08","Tone 4","Speech","X001",6
"2557","step09","Tone 4","Speech","X001",7
"2558","step10","Tone 4","Speech","X001",7
"2559","step11","Tone 4","Speech","X001",5
"2560","step12","Tone 4","Speech","X001",0
"2561","step13","Tone 4","Speech","X001",0
"2562","step14","Tone 4","Speech","X001",0
"2563","step01","Tone 1","Speech","X032",7
"2564","step02","Tone 1","Speech","X032",7
"2565","step03","Tone 1","Speech","X032",7
"2566","step04","Tone 1","Speech","X032",7
"2567","step05","Tone 1","Speech","X032",5
"2568","step06","Tone 1","Speech","X032",5
"2569","step07","Tone 1","Speech","X032",4
"2570","step08","Tone 1","Speech","X032",4
"2571","step09","Tone 1","Speech","X032",0
"2572","step10","Tone 1","Speech","X032",0
"2573","step11","Tone 1","Speech","X032",0
"2574","step12","Tone 1","Speech","X032",0
"2575","step13","Tone 1","Speech","X032",0
"2576","step14","Tone 1","Speech","X032",0
"2577","step01","Tone 2","Speech","X032",6
"2578","step02","Tone 2","Speech","X032",6
"2579","step03","Tone 2","Speech","X032",6
"2580","step04","Tone 2","Speech","X032",7
"2581","step05","Tone 2","Speech","X032",3
"2582","step06","Tone 2","Speech","X032",4
"2583","step07","Tone 2","Speech","X032",2
"2584","step08","Tone 2","Speech","X032",3
"2585","step09","Tone 2","Speech","X032",1
"2586","step10","Tone 2","Speech","X032",1
"2587","step11","Tone 2","Speech","X032",0
"2588","step12","Tone 2","Speech","X032",0
"2589","step13","Tone 2","Speech","X032",1
"2590","step14","Tone 2","Speech","X032",1
"2591","step01","Tone 4","Speech","X032",7
"2592","step02","Tone 4","Speech","X032",7
"2593","step03","Tone 4","Speech","X032",7
"2594","step04","Tone 4","Speech","X032",7
"2595","step05","Tone 4","Speech","X032",7
"2596","step06","Tone 4","Speech","X032",7
"2597","step07","Tone 4","Speech","X032",6
"2598","step08","Tone 4","Speech","X032",6
"2599","step09","Tone 4","Speech","X032",5
"2600","step10","Tone 4","Speech","X032",3
"2601","step11","Tone 4","Speech","X032",2
"2602","step12","Tone 4","Speech","X032",0
"2603","step13","Tone 4","Speech","X032",0
"2604","step14","Tone 4","Speech","X032",0
"2605","step01","Tone 1","Speech","X019",7
"2606","step02","Tone 1","Speech","X019",7
"2607","step03","Tone 1","Speech","X019",7
"2608","step04","Tone 1","Speech","X019",7
"2609","step05","Tone 1","Speech","X019",5
"2610","step06","Tone 1","Speech","X019",2
"2611","step07","Tone 1","Speech","X019",2
"2612","step08","Tone 1","Speech","X019",0
"2613","step09","Tone 1","Speech","X019",0
"2614","step10","Tone 1","Speech","X019",1
"2615","step11","Tone 1","Speech","X019",0
"2616","step12","Tone 1","Speech","X019",0
"2617","step13","Tone 1","Speech","X019",0
"2618","step14","Tone 1","Speech","X019",0
"2619","step01","Tone 2","Speech","X019",3
"2620","step02","Tone 2","Speech","X019",5
"2621","step03","Tone 2","Speech","X019",3
"2622","step04","Tone 2","Speech","X019",0
"2623","step05","Tone 2","Speech","X019",0
"2624","step06","Tone 2","Speech","X019",0
"2625","step07","Tone 2","Speech","X019",0
"2626","step08","Tone 2","Speech","X019",0
"2627","step09","Tone 2","Speech","X019",0
"2628","step10","Tone 2","Speech","X019",0
"2629","step11","Tone 2","Speech","X019",0
"2630","step12","Tone 2","Speech","X019",0
"2631","step13","Tone 2","Speech","X019",0
"2632","step14","Tone 2","Speech","X019",0
"2633","step01","Tone 4","Speech","X019",7
"2634","step02","Tone 4","Speech","X019",6
"2635","step03","Tone 4","Speech","X019",7
"2636","step04","Tone 4","Speech","X019",7
"2637","step05","Tone 4","Speech","X019",7
"2638","step06","Tone 4","Speech","X019",7
"2639","step07","Tone 4","Speech","X019",7
"2640","step08","Tone 4","Speech","X019",6
"2641","step09","Tone 4","Speech","X019",4
"2642","step10","Tone 4","Speech","X019",3
"2643","step11","Tone 4","Speech","X019",1
"2644","step12","Tone 4","Speech","X019",0
"2645","step13","Tone 4","Speech","X019",0
"2646","step14","Tone 4","Speech","X019",1
"2647","step01","Tone 1","Speech","X018",7
"2648","step02","Tone 1","Speech","X018",7
"2649","step03","Tone 1","Speech","X018",6
"2650","step04","Tone 1","Speech","X018",7
"2651","step05","Tone 1","Speech","X018",5
"2652","step06","Tone 1","Speech","X018",3
"2653","step07","Tone 1","Speech","X018",0
"2654","step08","Tone 1","Speech","X018",0
"2655","step09","Tone 1","Speech","X018",0
"2656","step10","Tone 1","Speech","X018",0
"2657","step11","Tone 1","Speech","X018",0
"2658","step12","Tone 1","Speech","X018",0
"2659","step13","Tone 1","Speech","X018",0
"2660","step14","Tone 1","Speech","X018",0
"2661","step01","Tone 2","Speech","X018",2
"2662","step02","Tone 2","Speech","X018",2
"2663","step03","Tone 2","Speech","X018",3
"2664","step04","Tone 2","Speech","X018",0
"2665","step05","Tone 2","Speech","X018",0
"2666","step06","Tone 2","Speech","X018",0
"2667","step07","Tone 2","Speech","X018",0
"2668","step08","Tone 2","Speech","X018",0
"2669","step09","Tone 2","Speech","X018",0
"2670","step10","Tone 2","Speech","X018",0
"2671","step11","Tone 2","Speech","X018",0
"2672","step12","Tone 2","Speech","X018",0
"2673","step13","Tone 2","Speech","X018",0
"2674","step14","Tone 2","Speech","X018",0
"2675","step01","Tone 4","Speech","X018",7
"2676","step02","Tone 4","Speech","X018",7
"2677","step03","Tone 4","Speech","X018",7
"2678","step04","Tone 4","Speech","X018",7
"2679","step05","Tone 4","Speech","X018",7
"2680","step06","Tone 4","Speech","X018",7
"2681","step07","Tone 4","Speech","X018",7
"2682","step08","Tone 4","Speech","X018",7
"2683","step09","Tone 4","Speech","X018",6
"2684","step10","Tone 4","Speech","X018",2
"2685","step11","Tone 4","Speech","X018",0
"2686","step12","Tone 4","Speech","X018",0
"2687","step13","Tone 4","Speech","X018",0
"2688","step14","Tone 4","Speech","X018",0
"2689","step01","Tone 1","Speech","X035",7
"2690","step02","Tone 1","Speech","X035",7
"2691","step03","Tone 1","Speech","X035",6
"2692","step04","Tone 1","Speech","X035",7
"2693","step05","Tone 1","Speech","X035",6
"2694","step06","Tone 1","Speech","X035",6
"2695","step07","Tone 1","Speech","X035",3
"2696","step08","Tone 1","Speech","X035",2
"2697","step09","Tone 1","Speech","X035",1
"2698","step10","Tone 1","Speech","X035",0
"2699","step11","Tone 1","Speech","X035",1
"2700","step12","Tone 1","Speech","X035",0
"2701","step13","Tone 1","Speech","X035",0
"2702","step14","Tone 1","Speech","X035",0
"2703","step01","Tone 2","Speech","X035",7
"2704","step02","Tone 2","Speech","X035",6
"2705","step03","Tone 2","Speech","X035",6
"2706","step04","Tone 2","Speech","X035",6
"2707","step05","Tone 2","Speech","X035",3
"2708","step06","Tone 2","Speech","X035",1
"2709","step07","Tone 2","Speech","X035",0
"2710","step08","Tone 2","Speech","X035",0
"2711","step09","Tone 2","Speech","X035",0
"2712","step10","Tone 2","Speech","X035",0
"2713","step11","Tone 2","Speech","X035",1
"2714","step12","Tone 2","Speech","X035",0
"2715","step13","Tone 2","Speech","X035",0
"2716","step14","Tone 2","Speech","X035",1
"2717","step01","Tone 4","Speech","X035",7
"2718","step02","Tone 4","Speech","X035",7
"2719","step03","Tone 4","Speech","X035",7
"2720","step04","Tone 4","Speech","X035",7
"2721","step05","Tone 4","Speech","X035",7
"2722","step06","Tone 4","Speech","X035",7
"2723","step07","Tone 4","Speech","X035",7
"2724","step08","Tone 4","Speech","X035",7
"2725","step09","Tone 4","Speech","X035",2
"2726","step10","Tone 4","Speech","X035",5
"2727","step11","Tone 4","Speech","X035",2
"2728","step12","Tone 4","Speech","X035",0
"2729","step13","Tone 4","Speech","X035",0
"2730","step14","Tone 4","Speech","X035",0
"2731","step01","Tone 1","Speech","X034",7
"2732","step02","Tone 1","Speech","X034",7
"2733","step03","Tone 1","Speech","X034",7
"2734","step04","Tone 1","Speech","X034",7
"2735","step05","Tone 1","Speech","X034",7
"2736","step06","Tone 1","Speech","X034",5
"2737","step07","Tone 1","Speech","X034",5
"2738","step08","Tone 1","Speech","X034",5
"2739","step09","Tone 1","Speech","X034",1
"2740","step10","Tone 1","Speech","X034",0
"2741","step11","Tone 1","Speech","X034",0
"2742","step12","Tone 1","Speech","X034",0
"2743","step13","Tone 1","Speech","X034",0
"2744","step14","Tone 1","Speech","X034",0
"2745","step01","Tone 2","Speech","X034",7
"2746","step02","Tone 2","Speech","X034",7
"2747","step03","Tone 2","Speech","X034",7
"2748","step04","Tone 2","Speech","X034",7
"2749","step05","Tone 2","Speech","X034",6
"2750","step06","Tone 2","Speech","X034",4
"2751","step07","Tone 2","Speech","X034",6
"2752","step08","Tone 2","Speech","X034",3
"2753","step09","Tone 2","Speech","X034",0
"2754","step10","Tone 2","Speech","X034",0
"2755","step11","Tone 2","Speech","X034",0
"2756","step12","Tone 2","Speech","X034",1
"2757","step13","Tone 2","Speech","X034",0
"2758","step14","Tone 2","Speech","X034",0
"2759","step01","Tone 4","Speech","X034",7
"2760","step02","Tone 4","Speech","X034",7
"2761","step03","Tone 4","Speech","X034",7
"2762","step04","Tone 4","Speech","X034",7
"2763","step05","Tone 4","Speech","X034",7
"2764","step06","Tone 4","Speech","X034",7
"2765","step07","Tone 4","Speech","X034",7
"2766","step08","Tone 4","Speech","X034",7
"2767","step09","Tone 4","Speech","X034",7
"2768","step10","Tone 4","Speech","X034",5
"2769","step11","Tone 4","Speech","X034",3
"2770","step12","Tone 4","Speech","X034",1
"2771","step13","Tone 4","Speech","X034",0
"2772","step14","Tone 4","Speech","X034",0
"2773","step01","Tone 1","Speech","X013",7
"2774","step02","Tone 1","Speech","X013",7
"2775","step03","Tone 1","Speech","X013",7
"2776","step04","Tone 1","Speech","X013",7
"2777","step05","Tone 1","Speech","X013",5
"2778","step06","Tone 1","Speech","X013",2
"2779","step07","Tone 1","Speech","X013",0
"2780","step08","Tone 1","Speech","X013",0
"2781","step09","Tone 1","Speech","X013",0
"2782","step10","Tone 1","Speech","X013",0
"2783","step11","Tone 1","Speech","X013",0
"2784","step12","Tone 1","Speech","X013",0
"2785","step13","Tone 1","Speech","X013",0
"2786","step14","Tone 1","Speech","X013",0
"2787","step01","Tone 2","Speech","X013",6
"2788","step02","Tone 2","Speech","X013",6
"2789","step03","Tone 2","Speech","X013",6
"2790","step04","Tone 2","Speech","X013",5
"2791","step05","Tone 2","Speech","X013",2
"2792","step06","Tone 2","Speech","X013",0
"2793","step07","Tone 2","Speech","X013",0
"2794","step08","Tone 2","Speech","X013",0
"2795","step09","Tone 2","Speech","X013",0
"2796","step10","Tone 2","Speech","X013",0
"2797","step11","Tone 2","Speech","X013",0
"2798","step12","Tone 2","Speech","X013",0
"2799","step13","Tone 2","Speech","X013",0
"2800","step14","Tone 2","Speech","X013",0
"2801","step01","Tone 4","Speech","X013",7
"2802","step02","Tone 4","Speech","X013",7
"2803","step03","Tone 4","Speech","X013",7
"2804","step04","Tone 4","Speech","X013",7
"2805","step05","Tone 4","Speech","X013",7
"2806","step06","Tone 4","Speech","X013",7
"2807","step07","Tone 4","Speech","X013",7
"2808","step08","Tone 4","Speech","X013",7
"2809","step09","Tone 4","Speech","X013",7
"2810","step10","Tone 4","Speech","X013",7
"2811","step11","Tone 4","Speech","X013",2
"2812","step12","Tone 4","Speech","X013",2
"2813","step13","Tone 4","Speech","X013",0
"2814","step14","Tone 4","Speech","X013",0
"2815","step01","Tone 1","Speech","X029",7
"2816","step02","Tone 1","Speech","X029",7
"2817","step03","Tone 1","Speech","X029",7
"2818","step04","Tone 1","Speech","X029",7
"2819","step05","Tone 1","Speech","X029",6
"2820","step06","Tone 1","Speech","X029",6
"2821","step07","Tone 1","Speech","X029",5
"2822","step08","Tone 1","Speech","X029",3
"2823","step09","Tone 1","Speech","X029",1
"2824","step10","Tone 1","Speech","X029",1
"2825","step11","Tone 1","Speech","X029",0
"2826","step12","Tone 1","Speech","X029",0
"2827","step13","Tone 1","Speech","X029",0
"2828","step14","Tone 1","Speech","X029",0
"2829","step01","Tone 2","Speech","X029",7
"2830","step02","Tone 2","Speech","X029",5
"2831","step03","Tone 2","Speech","X029",6
"2832","step04","Tone 2","Speech","X029",3
"2833","step05","Tone 2","Speech","X029",6
"2834","step06","Tone 2","Speech","X029",1
"2835","step07","Tone 2","Speech","X029",2
"2836","step08","Tone 2","Speech","X029",1
"2837","step09","Tone 2","Speech","X029",3
"2838","step10","Tone 2","Speech","X029",2
"2839","step11","Tone 2","Speech","X029",1
"2840","step12","Tone 2","Speech","X029",0
"2841","step13","Tone 2","Speech","X029",0
"2842","step14","Tone 2","Speech","X029",0
"2843","step01","Tone 4","Speech","X029",7
"2844","step02","Tone 4","Speech","X029",7
"2845","step03","Tone 4","Speech","X029",7
"2846","step04","Tone 4","Speech","X029",7
"2847","step05","Tone 4","Speech","X029",7
"2848","step06","Tone 4","Speech","X029",7
"2849","step07","Tone 4","Speech","X029",7
"2850","step08","Tone 4","Speech","X029",7
"2851","step09","Tone 4","Speech","X029",6
"2852","step10","Tone 4","Speech","X029",6
"2853","step11","Tone 4","Speech","X029",2
"2854","step12","Tone 4","Speech","X029",0
"2855","step13","Tone 4","Speech","X029",0
"2856","step14","Tone 4","Speech","X029",0
"2857","step01","Tone 1","Speech","X007",7
"2858","step02","Tone 1","Speech","X007",7
"2859","step03","Tone 1","Speech","X007",7
"2860","step04","Tone 1","Speech","X007",7
"2861","step05","Tone 1","Speech","X007",5
"2862","step06","Tone 1","Speech","X007",3
"2863","step07","Tone 1","Speech","X007",0
"2864","step08","Tone 1","Speech","X007",0
"2865","step09","Tone 1","Speech","X007",0
"2866","step10","Tone 1","Speech","X007",0
"2867","step11","Tone 1","Speech","X007",0
"2868","step12","Tone 1","Speech","X007",0
"2869","step13","Tone 1","Speech","X007",0
"2870","step14","Tone 1","Speech","X007",0
"2871","step01","Tone 2","Speech","X007",7
"2872","step02","Tone 2","Speech","X007",7
"2873","step03","Tone 2","Speech","X007",7
"2874","step04","Tone 2","Speech","X007",5
"2875","step05","Tone 2","Speech","X007",1
"2876","step06","Tone 2","Speech","X007",1
"2877","step07","Tone 2","Speech","X007",0
"2878","step08","Tone 2","Speech","X007",0
"2879","step09","Tone 2","Speech","X007",0
"2880","step10","Tone 2","Speech","X007",0
"2881","step11","Tone 2","Speech","X007",0
"2882","step12","Tone 2","Speech","X007",0
"2883","step13","Tone 2","Speech","X007",0
"2884","step14","Tone 2","Speech","X007",0
"2885","step01","Tone 4","Speech","X007",7
"2886","step02","Tone 4","Speech","X007",7
"2887","step03","Tone 4","Speech","X007",7
"2888","step04","Tone 4","Speech","X007",7
"2889","step05","Tone 4","Speech","X007",7
"2890","step06","Tone 4","Speech","X007",7
"2891","step07","Tone 4","Speech","X007",7
"2892","step08","Tone 4","Speech","X007",6
"2893","step09","Tone 4","Speech","X007",2
"2894","step10","Tone 4","Speech","X007",2
"2895","step11","Tone 4","Speech","X007",0
"2896","step12","Tone 4","Speech","X007",0
"2897","step13","Tone 4","Speech","X007",0
"2898","step14","Tone 4","Speech","X007",0
"2899","step01","Tone 1","Speech","X011",7
"2900","step02","Tone 1","Speech","X011",7
"2901","step03","Tone 1","Speech","X011",7
"2902","step04","Tone 1","Speech","X011",7
"2903","step05","Tone 1","Speech","X011",7
"2904","step06","Tone 1","Speech","X011",3
"2905","step07","Tone 1","Speech","X011",4
"2906","step08","Tone 1","Speech","X011",2
"2907","step09","Tone 1","Speech","X011",0
"2908","step10","Tone 1","Speech","X011",0
"2909","step11","Tone 1","Speech","X011",0
"2910","step12","Tone 1","Speech","X011",0
"2911","step13","Tone 1","Speech","X011",0
"2912","step14","Tone 1","Speech","X011",0
"2913","step01","Tone 2","Speech","X011",7
"2914","step02","Tone 2","Speech","X011",7
"2915","step03","Tone 2","Speech","X011",7
"2916","step04","Tone 2","Speech","X011",7
"2917","step05","Tone 2","Speech","X011",5
"2918","step06","Tone 2","Speech","X011",6
"2919","step07","Tone 2","Speech","X011",0
"2920","step08","Tone 2","Speech","X011",0
"2921","step09","Tone 2","Speech","X011",0
"2922","step10","Tone 2","Speech","X011",0
"2923","step11","Tone 2","Speech","X011",0
"2924","step12","Tone 2","Speech","X011",0
"2925","step13","Tone 2","Speech","X011",0
"2926","step14","Tone 2","Speech","X011",0
"2927","step01","Tone 4","Speech","X011",7
"2928","step02","Tone 4","Speech","X011",7
"2929","step03","Tone 4","Speech","X011",7
"2930","step04","Tone 4","Speech","X011",7
"2931","step05","Tone 4","Speech","X011",7
"2932","step06","Tone 4","Speech","X011",7
"2933","step07","Tone 4","Speech","X011",7
"2934","step08","Tone 4","Speech","X011",7
"2935","step09","Tone 4","Speech","X011",6
"2936","step10","Tone 4","Speech","X011",3
"2937","step11","Tone 4","Speech","X011",2
"2938","step12","Tone 4","Speech","X011",0
"2939","step13","Tone 4","Speech","X011",0
"2940","step14","Tone 4","Speech","X011",0
"2941","step01","Tone 1","Speech","X014",7
"2942","step02","Tone 1","Speech","X014",7
"2943","step03","Tone 1","Speech","X014",7
"2944","step04","Tone 1","Speech","X014",7
"2945","step05","Tone 1","Speech","X014",6
"2946","step06","Tone 1","Speech","X014",3
"2947","step07","Tone 1","Speech","X014",1
"2948","step08","Tone 1","Speech","X014",0
"2949","step09","Tone 1","Speech","X014",0
"2950","step10","Tone 1","Speech","X014",0
"2951","step11","Tone 1","Speech","X014",0
"2952","step12","Tone 1","Speech","X014",1
"2953","step13","Tone 1","Speech","X014",0
"2954","step14","Tone 1","Speech","X014",0
"2955","step01","Tone 2","Speech","X014",7
"2956","step02","Tone 2","Speech","X014",6
"2957","step03","Tone 2","Speech","X014",5
"2958","step04","Tone 2","Speech","X014",1
"2959","step05","Tone 2","Speech","X014",2
"2960","step06","Tone 2","Speech","X014",0
"2961","step07","Tone 2","Speech","X014",0
"2962","step08","Tone 2","Speech","X014",0
"2963","step09","Tone 2","Speech","X014",0
"2964","step10","Tone 2","Speech","X014",0
"2965","step11","Tone 2","Speech","X014",0
"2966","step12","Tone 2","Speech","X014",0
"2967","step13","Tone 2","Speech","X014",0
"2968","step14","Tone 2","Speech","X014",0
"2969","step01","Tone 4","Speech","X014",6
"2970","step02","Tone 4","Speech","X014",7
"2971","step03","Tone 4","Speech","X014",6
"2972","step04","Tone 4","Speech","X014",5
"2973","step05","Tone 4","Speech","X014",7
"2974","step06","Tone 4","Speech","X014",7
"2975","step07","Tone 4","Speech","X014",6
"2976","step08","Tone 4","Speech","X014",5
"2977","step09","Tone 4","Speech","X014",6
"2978","step10","Tone 4","Speech","X014",3
"2979","step11","Tone 4","Speech","X014",1
"2980","step12","Tone 4","Speech","X014",0
"2981","step13","Tone 4","Speech","X014",1
"2982","step14","Tone 4","Speech","X014",0
"2983","step01","Tone 1","Speech","X010",7
"2984","step02","Tone 1","Speech","X010",7
"2985","step03","Tone 1","Speech","X010",7
"2986","step04","Tone 1","Speech","X010",7
"2987","step05","Tone 1","Speech","X010",7
"2988","step06","Tone 1","Speech","X010",6
"2989","step07","Tone 1","Speech","X010",5
"2990","step08","Tone 1","Speech","X010",1
"2991","step09","Tone 1","Speech","X010",0
"2992","step10","Tone 1","Speech","X010",0
"2993","step11","Tone 1","Speech","X010",0
"2994","step12","Tone 1","Speech","X010",0
"2995","step13","Tone 1","Speech","X010",0
"2996","step14","Tone 1","Speech","X010",0
"2997","step01","Tone 2","Speech","X010",7
"2998","step02","Tone 2","Speech","X010",7
"2999","step03","Tone 2","Speech","X010",7
"3000","step04","Tone 2","Speech","X010",7
"3001","step05","Tone 2","Speech","X010",4
"3002","step06","Tone 2","Speech","X010",3
"3003","step07","Tone 2","Speech","X010",4
"3004","step08","Tone 2","Speech","X010",0
"3005","step09","Tone 2","Speech","X010",0
"3006","step10","Tone 2","Speech","X010",0
"3007","step11","Tone 2","Speech","X010",0
"3008","step12","Tone 2","Speech","X010",0
"3009","step13","Tone 2","Speech","X010",0
"3010","step14","Tone 2","Speech","X010",0
"3011","step01","Tone 4","Speech","X010",7
"3012","step02","Tone 4","Speech","X010",7
"3013","step03","Tone 4","Speech","X010",7
"3014","step04","Tone 4","Speech","X010",7
"3015","step05","Tone 4","Speech","X010",7
"3016","step06","Tone 4","Speech","X010",7
"3017","step07","Tone 4","Speech","X010",7
"3018","step08","Tone 4","Speech","X010",7
"3019","step09","Tone 4","Speech","X010",6
"3020","step10","Tone 4","Speech","X010",3
"3021","step11","Tone 4","Speech","X010",1
"3022","step12","Tone 4","Speech","X010",0
"3023","step13","Tone 4","Speech","X010",0
"3024","step14","Tone 4","Speech","X010",0
"3025","step01","Tone 1","Speech","X006",7
"3026","step02","Tone 1","Speech","X006",7
"3027","step03","Tone 1","Speech","X006",7
"3028","step04","Tone 1","Speech","X006",7
"3029","step05","Tone 1","Speech","X006",6
"3030","step06","Tone 1","Speech","X006",2
"3031","step07","Tone 1","Speech","X006",1
"3032","step08","Tone 1","Speech","X006",0
"3033","step09","Tone 1","Speech","X006",0
"3034","step10","Tone 1","Speech","X006",0
"3035","step11","Tone 1","Speech","X006",0
"3036","step12","Tone 1","Speech","X006",0
"3037","step13","Tone 1","Speech","X006",0
"3038","step14","Tone 1","Speech","X006",0
"3039","step01","Tone 2","Speech","X006",4
"3040","step02","Tone 2","Speech","X006",3
"3041","step03","Tone 2","Speech","X006",3
"3042","step04","Tone 2","Speech","X006",1
"3043","step05","Tone 2","Speech","X006",0
"3044","step06","Tone 2","Speech","X006",1
"3045","step07","Tone 2","Speech","X006",1
"3046","step08","Tone 2","Speech","X006",0
"3047","step09","Tone 2","Speech","X006",0
"3048","step10","Tone 2","Speech","X006",0
"3049","step11","Tone 2","Speech","X006",0
"3050","step12","Tone 2","Speech","X006",0
"3051","step13","Tone 2","Speech","X006",0
"3052","step14","Tone 2","Speech","X006",0
"3053","step01","Tone 4","Speech","X006",7
"3054","step02","Tone 4","Speech","X006",7
"3055","step03","Tone 4","Speech","X006",7
"3056","step04","Tone 4","Speech","X006",7
"3057","step05","Tone 4","Speech","X006",7
"3058","step06","Tone 4","Speech","X006",7
"3059","step07","Tone 4","Speech","X006",7
"3060","step08","Tone 4","Speech","X006",7
"3061","step09","Tone 4","Speech","X006",7
"3062","step10","Tone 4","Speech","X006",7
"3063","step11","Tone 4","Speech","X006",1
"3064","step12","Tone 4","Speech","X006",0
"3065","step13","Tone 4","Speech","X006",0
"3066","step14","Tone 4","Speech","X006",0
"3067","step01","Tone 1","Speech","X016",7
"3068","step02","Tone 1","Speech","X016",7
"3069","step03","Tone 1","Speech","X016",7
"3070","step04","Tone 1","Speech","X016",7
"3071","step05","Tone 1","Speech","X016",7
"3072","step06","Tone 1","Speech","X016",7
"3073","step07","Tone 1","Speech","X016",6
"3074","step08","Tone 1","Speech","X016",5
"3075","step09","Tone 1","Speech","X016",2
"3076","step10","Tone 1","Speech","X016",0
"3077","step11","Tone 1","Speech","X016",0
"3078","step12","Tone 1","Speech","X016",0
"3079","step13","Tone 1","Speech","X016",0
"3080","step14","Tone 1","Speech","X016",0
"3081","step01","Tone 2","Speech","X016",4
"3082","step02","Tone 2","Speech","X016",5
"3083","step03","Tone 2","Speech","X016",4
"3084","step04","Tone 2","Speech","X016",5
