"","step","Context","Subject","T4_count","T4_percent"
"720",7,"Tone1","X21",3,0.428571428571429
"721",6,"Tone1","X21",6,0.857142857142857
"722",5,"Tone1","X21",5,0.714285714285714
"723",4,"Tone1","X21",7,1
"724",3,"Tone1","X21",7,1
"725",2,"Tone1","X21",7,1
"726",1,"Tone1","X21",7,1
"727",11,"Tone2","X21",0,0
"728",10,"Tone2","X21",0,0
"729",9,"Tone2","X21",0,0
"730",8,"Tone2","X21",1,0.142857142857143
"731",7,"Tone2","X21",0,0
"732",6,"Tone2","X21",0,0
"733",5,"Tone2","X21",0,0
"734",4,"Tone2","X21",0,0
"735",3,"Tone2","X21",3,0.428571428571429
"736",2,"Tone2","X21",3,0.428571428571429
"737",1,"Tone2","X21",2,0.285714285714286
"738",11,"Tone4","X21",0,0
"739",10,"Tone4","X21",1,0.142857142857143
"740",9,"Tone4","X21",7,1
"741",8,"Tone4","X21",7,1
"742",7,"Tone4","X21",7,1
"743",6,"Tone4","X21",7,1
"744",5,"Tone4","X21",7,1
"745",4,"Tone4","X21",7,1
"746",3,"Tone4","X21",7,1
"747",2,"Tone4","X21",7,1
"748",1,"Tone4","X21",7,1
"749",11,"Tone1","X24",0,0
"750",10,"Tone1","X24",0,0
"751",9,"Tone1","X24",0,0
"752",8,"Tone1","X24",0,0
"753",7,"Tone1","X24",1,0.142857142857143
"754",6,"Tone1","X24",7,1
"755",5,"Tone1","X24",7,1
"756",4,"Tone1","X24",7,1
"757",3,"Tone1","X24",7,1
"758",2,"Tone1","X24",7,1
"759",1,"Tone1","X24",7,1
"760",11,"Tone2","X24",0,0
"761",10,"Tone2","X24",0,0
"762",9,"Tone2","X24",0,0
"763",8,"Tone2","X24",1,0.142857142857143
"764",7,"Tone2","X24",3,0.428571428571429
"765",6,"Tone2","X24",3,0.428571428571429
"766",5,"Tone2","X24",4,0.571428571428571
"767",4,"Tone2","X24",7,1
"768",3,"Tone2","X24",7,1
"769",2,"Tone2","X24",7,1
"770",1,"Tone2","X24",7,1
"771",11,"Tone4","X24",0,0
"772",10,"Tone4","X24",1,0.142857142857143
"773",9,"Tone4","X24",3,0.428571428571429
"774",8,"Tone4","X24",6,0.857142857142857
"775",7,"Tone4","X24",7,1
"776",6,"Tone4","X24",7,1
"777",5,"Tone4","X24",7,1
"778",4,"Tone4","X24",7,1
"779",3,"Tone4","X24",7,1
"780",2,"Tone4","X24",7,1
"781",1,"Tone4","X24",7,1
"782",11,"Tone1","X27",0,0
"783",10,"Tone1","X27",0,0
"784",9,"Tone1","X27",0,0
"785",8,"Tone1","X27",0,0
"786",7,"Tone1","X27",2,0.285714285714286
"787",6,"Tone1","X27",2,0.285714285714286
"788",5,"Tone1","X27",4,0.571428571428571
"789",4,"Tone1","X27",5,0.714285714285714
"790",3,"Tone1","X27",7,1
"791",2,"Tone1","X27",6,0.857142857142857
"792",1,"Tone1","X27",7,1
"793",11,"Tone2","X27",0,0
"794",10,"Tone2","X27",0,0
"795",9,"Tone2","X27",0,0
"796",8,"Tone2","X27",0,0
"797",7,"Tone2","X27",0,0
"798",6,"Tone2","X27",0,0
"799",5,"Tone2","X27",0,0
"800",4,"Tone2","X27",1,0.142857142857143
"801",3,"Tone2","X27",1,0.142857142857143
"802",2,"Tone2","X27",1,0.142857142857143
"803",1,"Tone2","X27",5,0.714285714285714
"804",11,"Tone4","X27",2,0.285714285714286
"805",10,"Tone4","X27",4,0.571428571428571
"806",9,"Tone4","X27",6,0.857142857142857
"807",8,"Tone4","X27",7,1
"808",7,"Tone4","X27",7,1
"809",6,"Tone4","X27",7,1
"810",5,"Tone4","X27",7,1
"811",4,"Tone4","X27",7,1
"812",3,"Tone4","X27",7,1
"813",2,"Tone4","X27",7,1
"814",1,"Tone4","X27",7,1
"815",11,"Tone1","X9",0,0
"816",10,"Tone1","X9",0,0
"817",9,"Tone1","X9",0,0
"818",8,"Tone1","X9",0,0
"819",7,"Tone1","X9",4,0.571428571428571
"820",6,"Tone1","X9",7,1
"821",5,"Tone1","X9",7,1
"822",4,"Tone1","X9",7,1
"823",3,"Tone1","X9",7,1
"824",2,"Tone1","X9",7,1
"825",1,"Tone1","X9",7,1
"826",11,"Tone2","X9",0,0
"827",10,"Tone2","X9",0,0
"828",9,"Tone2","X9",0,0
"829",8,"Tone2","X9",1,0.142857142857143
"830",7,"Tone2","X9",5,0.714285714285714
"831",6,"Tone2","X9",7,1
"832",5,"Tone2","X9",7,1
"833",4,"Tone2","X9",7,1
"834",3,"Tone2","X9",7,1
"835",2,"Tone2","X9",7,1
"836",1,"Tone2","X9",7,1
"837",11,"Tone4","X9",0,0
"838",10,"Tone4","X9",3,0.428571428571429
"839",9,"Tone4","X9",6,0.857142857142857
"840",8,"Tone4","X9",7,1
"841",7,"Tone4","X9",7,1
"842",6,"Tone4","X9",7,1
"843",5,"Tone4","X9",7,1
"844",4,"Tone4","X9",7,1
"845",3,"Tone4","X9",7,1
"846",2,"Tone4","X9",7,1
"847",1,"Tone4","X9",7,1
"848",11,"Tone1","X16",3,0.428571428571429
"849",10,"Tone1","X16",5,0.714285714285714
"850",9,"Tone1","X16",3,0.428571428571429
"851",8,"Tone1","X16",4,0.571428571428571
"852",7,"Tone1","X16",6,0.857142857142857
"853",6,"Tone1","X16",5,0.714285714285714
"854",5,"Tone1","X16",7,1
"855",4,"Tone1","X16",5,0.714285714285714
"856",3,"Tone1","X16",5,0.714285714285714
"857",2,"Tone1","X16",6,0.857142857142857
"858",1,"Tone1","X16",6,0.857142857142857
"859",11,"Tone2","X16",4,0.571428571428571
"860",10,"Tone2","X16",6,0.857142857142857
"861",9,"Tone2","X16",5,0.714285714285714
"862",8,"Tone2","X16",5,0.714285714285714
"863",7,"Tone2","X16",5,0.714285714285714
"864",6,"Tone2","X16",7,1
"865",5,"Tone2","X16",7,1
"866",4,"Tone2","X16",6,0.857142857142857
"867",3,"Tone2","X16",5,0.714285714285714
"868",2,"Tone2","X16",6,0.857142857142857
"869",1,"Tone2","X16",7,1
"870",11,"Tone4","X16",3,0.428571428571429
"871",10,"Tone4","X16",5,0.714285714285714
"872",9,"Tone4","X16",6,0.857142857142857
"873",8,"Tone4","X16",7,1
"874",7,"Tone4","X16",6,0.857142857142857
"875",6,"Tone4","X16",6,0.857142857142857
"876",5,"Tone4","X16",7,1
"877",4,"Tone4","X16",5,0.714285714285714
"878",3,"Tone4","X16",5,0.714285714285714
"879",2,"Tone4","X16",6,0.857142857142857
"880",1,"Tone4","X16",6,0.857142857142857
"881",11,"Tone1","X30",1,0.142857142857143
"882",10,"Tone1","X30",1,0.142857142857143
"883",9,"Tone1","X30",1,0.142857142857143
"884",8,"Tone1","X30",3,0.428571428571429
"885",7,"Tone1","X30",2,0.285714285714286
"886",6,"Tone1","X30",4,0.571428571428571
"887",5,"Tone1","X30",6,0.857142857142857
"888",4,"Tone1","X30",6,0.857142857142857
"889",3,"Tone1","X30",7,1
"890",2,"Tone1","X30",7,1
"891",1,"Tone1","X30",7,1
"892",11,"Tone2","X30",0,0
"893",10,"Tone2","X30",0,0
"894",9,"Tone2","X30",0,0
"895",8,"Tone2","X30",0,0
"896",7,"Tone2","X30",0,0
"897",6,"Tone2","X30",0,0
"898",5,"Tone2","X30",3,0.428571428571429
"899",4,"Tone2","X30",3,0.428571428571429
"900",3,"Tone2","X30",5,0.714285714285714
"901",2,"Tone2","X30",5,0.714285714285714
"902",1,"Tone2","X30",5,0.714285714285714
"903",11,"Tone4","X30",0,0
"904",10,"Tone4","X30",5,0.714285714285714
"905",9,"Tone4","X30",5,0.714285714285714
"906",8,"Tone4","X30",7,1
"907",7,"Tone4","X30",7,1
"908",6,"Tone4","X30",7,1
"909",5,"Tone4","X30",7,1
"910",4,"Tone4","X30",7,1
"911",3,"Tone4","X30",7,1
"912",2,"Tone4","X30",7,1
"913",1,"Tone4","X30",7,1
"914",11,"Tone1","X29",0,0
"915",10,"Tone1","X29",0,0
"916",9,"Tone1","X29",1,0.142857142857143
"917",8,"Tone1","X29",6,0.857142857142857
"918",7,"Tone1","X29",6,0.857142857142857
"919",6,"Tone1","X29",6,0.857142857142857
"920",5,"Tone1","X29",7,1
"921",4,"Tone1","X29",7,1
"922",3,"Tone1","X29",7,1
"923",2,"Tone1","X29",7,1
"924",1,"Tone1","X29",7,1
"925",11,"Tone2","X29",0,0
"926",10,"Tone2","X29",0,0
"927",9,"Tone2","X29",0,0
"928",8,"Tone2","X29",3,0.428571428571429
"929",7,"Tone2","X29",5,0.714285714285714
"930",6,"Tone2","X29",6,0.857142857142857
"931",5,"Tone2","X29",7,1
"932",4,"Tone2","X29",7,1
"933",3,"Tone2","X29",7,1
"934",2,"Tone2","X29",7,1
"935",1,"Tone2","X29",7,1
"936",11,"Tone4","X29",0,0
"937",10,"Tone4","X29",7,1
"938",9,"Tone4","X29",7,1
"939",8,"Tone4","X29",7,1
"940",7,"Tone4","X29",7,1
"941",6,"Tone4","X29",7,1
"942",5,"Tone4","X29",7,1
"943",4,"Tone4","X29",7,1
"944",3,"Tone4","X29",7,1
"945",2,"Tone4","X29",7,1
"946",1,"Tone4","X29",7,1
"947",11,"Tone1","X14",0,0
"948",10,"Tone1","X14",1,0.142857142857143
"949",9,"Tone1","X14",5,0.714285714285714
"950",8,"Tone1","X14",6,0.857142857142857
"951",7,"Tone1","X14",7,1
"952",6,"Tone1","X14",7,1
"953",5,"Tone1","X14",7,1
"954",4,"Tone1","X14",7,1
"955",3,"Tone1","X14",7,1
"956",2,"Tone1","X14",7,1
"957",1,"Tone1","X14",7,1
"958",11,"Tone2","X14",0,0
"959",10,"Tone2","X14",0,0
"960",9,"Tone2","X14",0,0
"961",8,"Tone2","X14",0,0
"962",7,"Tone2","X14",0,0
"963",6,"Tone2","X14",0,0
"964",5,"Tone2","X14",0,0
"965",4,"Tone2","X14",0,0
"966",3,"Tone2","X14",0,0
"967",2,"Tone2","X14",1,0.142857142857143
"968",1,"Tone2","X14",0,0
"969",11,"Tone4","X14",0,0
"970",10,"Tone4","X14",3,0.428571428571429
"971",9,"Tone4","X14",6,0.857142857142857
"972",8,"Tone4","X14",7,1
"973",7,"Tone4","X14",7,1
"974",6,"Tone4","X14",7,1
"975",5,"Tone4","X14",7,1
"976",4,"Tone4","X14",7,1
"977",3,"Tone4","X14",7,1
"978",2,"Tone4","X14",7,1
"979",1,"Tone4","X14",7,1
"980",11,"Tone1","X12",0,0
"981",10,"Tone1","X12",0,0
"982",9,"Tone1","X12",2,0.285714285714286
"983",8,"Tone1","X12",1,0.142857142857143
"984",7,"Tone1","X12",3,0.428571428571429
"985",6,"Tone1","X12",2,0.285714285714286
"986",5,"Tone1","X12",2,0.285714285714286
"987",4,"Tone1","X12",6,0.857142857142857
"988",3,"Tone1","X12",5,0.714285714285714
"989",2,"Tone1","X12",6,0.857142857142857
"990",1,"Tone1","X12",7,1
"991",11,"Tone2","X12",0,0
"992",10,"Tone2","X12",0,0
"993",9,"Tone2","X12",0,0
"994",8,"Tone2","X12",0,0
"995",7,"Tone2","X12",0,0
"996",6,"Tone2","X12",1,0.142857142857143
"997",5,"Tone2","X12",0,0
"998",4,"Tone2","X12",0,0
"999",3,"Tone2","X12",0,0
"1000",2,"Tone2","X12",1,0.142857142857143
"1001",1,"Tone2","X12",3,0.428571428571429
"1002",11,"Tone4","X12",0,0
"1003",10,"Tone4","X12",0,0
"1004",9,"Tone4","X12",0,0
"1005",8,"Tone4","X12",5,0.714285714285714
"1006",7,"Tone4","X12",6,0.857142857142857
"1007",6,"Tone4","X12",7,1
"1008",5,"Tone4","X12",7,1
"1009",4,"Tone4","X12",7,1
"1010",3,"Tone4","X12",7,1
"1011",2,"Tone4","X12",7,1
"1012",1,"Tone4","X12",7,1
"1013",11,"Tone1","X13",0,0
"1014",10,"Tone1","X13",1,0.142857142857143
"1015",9,"Tone1","X13",0,0
"1016",8,"Tone1","X13",0,0
"1017",7,"Tone1","X13",0,0
"1018",6,"Tone1","X13",3,0.428571428571429
"1019",5,"Tone1","X13",5,0.714285714285714
"1020",4,"Tone1","X13",4,0.571428571428571
"1021",3,"Tone1","X13",7,1
"1022",2,"Tone1","X13",7,1
"1023",1,"Tone1","X13",6,0.857142857142857
"1024",11,"Tone2","X13",0,0
"1025",10,"Tone2","X13",0,0
"1026",9,"Tone2","X13",1,0.142857142857143
"1027",8,"Tone2","X13",0,0
"1028",7,"Tone2","X13",0,0
"1029",6,"Tone2","X13",0,0
"1030",5,"Tone2","X13",0,0
"1031",4,"Tone2","X13",0,0
"1032",3,"Tone2","X13",0,0
"1033",2,"Tone2","X13",0,0
"1034",1,"Tone2","X13",2,0.285714285714286
"1035",11,"Tone4","X13",1,0.142857142857143
"1036",10,"Tone4","X13",0,0
"1037",9,"Tone4","X13",4,0.571428571428571
"1038",8,"Tone4","X13",7,1
"1039",7,"Tone4","X13",7,1
"1040",6,"Tone4","X13",7,1
"1041",5,"Tone4","X13",7,1
"1042",4,"Tone4","X13",7,1
"1043",3,"Tone4","X13",7,1
"1044",2,"Tone4","X13",7,1
"1045",1,"Tone4","X13",7,1
"1046",11,"Tone1","X18",0,0
"1047",10,"Tone1","X18",0,0
"1048",9,"Tone1","X18",0,0
"1049",8,"Tone1","X18",0,0
"1050",7,"Tone1","X18",0,0
"1051",6,"Tone1","X18",0,0
"1052",5,"Tone1","X18",3,0.428571428571429
"1053",4,"Tone1","X18",7,1
"1054",3,"Tone1","X18",6,0.857142857142857
"1055",2,"Tone1","X18",7,1
"1056",1,"Tone1","X18",7,1
"1057",11,"Tone2","X18",0,0
"1058",10,"Tone2","X18",0,0
"1059",9,"Tone2","X18",0,0
"1060",8,"Tone2","X18",0,0
"1061",7,"Tone2","X18",0,0
"1062",6,"Tone2","X18",0,0
"1063",5,"Tone2","X18",0,0
"1064",4,"Tone2","X18",0,0
"1065",3,"Tone2","X18",0,0
"1066",2,"Tone2","X18",0,0
"1067",1,"Tone2","X18",1,0.142857142857143
"1068",11,"Tone4","X18",0,0
"1069",10,"Tone4","X18",0,0
"1070",9,"Tone4","X18",3,0.428571428571429
"1071",8,"Tone4","X18",6,0.857142857142857
"1072",7,"Tone4","X18",7,1
"1073",6,"Tone4","X18",7,1
"1074",5,"Tone4","X18",7,1
"1075",4,"Tone4","X18",7,1
"1076",3,"Tone4","X18",7,1
"1077",2,"Tone4","X18",7,1
"1078",1,"Tone4","X18",7,1
"1079",11,"Tone1","X11",0,0
"1080",10,"Tone1","X11",0,0
"1081",9,"Tone1","X11",0,0
"1082",8,"Tone1","X11",0,0
"1083",7,"Tone1","X11",0,0
"1084",6,"Tone1","X11",0,0
"1085",5,"Tone1","X11",6,0.857142857142857
"1086",4,"Tone1","X11",7,1
"1087",3,"Tone1","X11",7,1
"1088",2,"Tone1","X11",7,1
"1089",1,"Tone1","X11",7,1
"1090",11,"Tone2","X11",0,0
"1091",10,"Tone2","X11",0,0
"1092",9,"Tone2","X11",0,0
"1093",8,"Tone2","X11",0,0
"1094",7,"Tone2","X11",0,0
"1095",6,"Tone2","X11",0,0
"1096",5,"Tone2","X11",1,0.142857142857143
"1097",4,"Tone2","X11",5,0.714285714285714
"1098",3,"Tone2","X11",5,0.714285714285714
"1099",2,"Tone2","X11",7,1
"1100",1,"Tone2","X11",7,1
"1101",11,"Tone4","X11",0,0
"1102",10,"Tone4","X11",0,0
"1103",9,"Tone4","X11",1,0.142857142857143
"1104",8,"Tone4","X11",6,0.857142857142857
"1105",7,"Tone4","X11",7,1
"1106",6,"Tone4","X11",7,1
"1107",5,"Tone4","X11",7,1
"1108",4,"Tone4","X11",7,1
"1109",3,"Tone4","X11",7,1
"1110",2,"Tone4","X11",7,1
"1111",1,"Tone4","X11",7,1
"1112",11,"Tone1","X26",3,0.428571428571429
"1113",10,"Tone1","X26",2,0.285714285714286
"1114",9,"Tone1","X26",2,0.285714285714286
"1115",8,"Tone1","X26",2,0.285714285714286
"1116",7,"Tone1","X26",2,0.285714285714286
"1117",6,"Tone1","X26",5,0.714285714285714
"1118",5,"Tone1","X26",6,0.857142857142857
"1119",4,"Tone1","X26",6,0.857142857142857
"1120",3,"Tone1","X26",5,0.714285714285714
"1121",2,"Tone1","X26",7,1
"1122",1,"Tone1","X26",7,1
"1123",11,"Tone2","X26",0,0
"1124",10,"Tone2","X26",1,0.142857142857143
"1125",9,"Tone2","X26",0,0
"1126",8,"Tone2","X26",2,0.285714285714286
"1127",7,"Tone2","X26",2,0.285714285714286
"1128",6,"Tone2","X26",1,0.142857142857143
"1129",5,"Tone2","X26",3,0.428571428571429
"1130",4,"Tone2","X26",2,0.285714285714286
"1131",3,"Tone2","X26",5,0.714285714285714
"1132",2,"Tone2","X26",3,0.428571428571429
"1133",1,"Tone2","X26",5,0.714285714285714
"1134",11,"Tone4","X26",3,0.428571428571429
"1135",10,"Tone4","X26",4,0.571428571428571
"1136",9,"Tone4","X26",7,1
"1137",8,"Tone4","X26",7,1
"1138",7,"Tone4","X26",6,0.857142857142857
"1139",6,"Tone4","X26",7,1
"1140",5,"Tone4","X26",6,0.857142857142857
"1141",4,"Tone4","X26",6,0.857142857142857
"1142",3,"Tone4","X26",5,0.714285714285714
"1143",2,"Tone4","X26",6,0.857142857142857
"1144",1,"Tone4","X26",5,0.714285714285714
"1145",11,"Tone1","X21.1",2,0.285714285714286
"1146",10,"Tone1","X21.1",2,0.285714285714286
"1147",9,"Tone1","X21.1",1,0.142857142857143
"1148",8,"Tone1","X21.1",2,0.285714285714286
"1149",7,"Tone1","X21.1",5,0.714285714285714
"1150",6,"Tone1","X21.1",6,0.857142857142857
"1151",5,"Tone1","X21.1",6,0.857142857142857
"1152",4,"Tone1","X21.1",6,0.857142857142857
"1153",3,"Tone1","X21.1",5,0.714285714285714
"1154",2,"Tone1","X21.1",7,1
"1155",1,"Tone1","X21.1",6,0.857142857142857
"1156",11,"Tone2","X21.1",0,0
"1157",10,"Tone2","X21.1",0,0
"1158",9,"Tone2","X21.1",0,0
"1159",8,"Tone2","X21.1",1,0.142857142857143
"1160",7,"Tone2","X21.1",1,0.142857142857143
"1161",6,"Tone2","X21.1",1,0.142857142857143
"1162",5,"Tone2","X21.1",2,0.285714285714286
"1163",4,"Tone2","X21.1",5,0.714285714285714
"1164",3,"Tone2","X21.1",3,0.428571428571429
"1165",2,"Tone2","X21.1",5,0.714285714285714
"1166",1,"Tone2","X21.1",6,0.857142857142857
"1167",11,"Tone4","X21.1",2,0.285714285714286
"1168",10,"Tone4","X21.1",2,0.285714285714286
"1169",9,"Tone4","X21.1",4,0.571428571428571
"1170",8,"Tone4","X21.1",7,1
"1171",7,"Tone4","X21.1",7,1
"1172",6,"Tone4","X21.1",6,0.857142857142857
"1173",5,"Tone4","X21.1",7,1
"1174",4,"Tone4","X21.1",6,0.857142857142857
"1175",3,"Tone4","X21.1",7,1
"1176",2,"Tone4","X21.1",7,1
"1177",1,"Tone4","X21.1",5,0.714285714285714
"1178",11,"Tone1","X28",0,0
"1179",10,"Tone1","X28",1,0.142857142857143
"1180",9,"Tone1","X28",0,0
"1181",8,"Tone1","X28",2,0.285714285714286
"1182",7,"Tone1","X28",7,1
"1183",6,"Tone1","X28",5,0.714285714285714
"1184",5,"Tone1","X28",6,0.857142857142857
"1185",4,"Tone1","X28",5,0.714285714285714
"1186",3,"Tone1","X28",7,1
"1187",2,"Tone1","X28",7,1
"1188",1,"Tone1","X28",7,1
"1189",11,"Tone2","X28",1,0.142857142857143
"1190",10,"Tone2","X28",1,0.142857142857143
"1191",9,"Tone2","X28",0,0
"1192",8,"Tone2","X28",4,0.571428571428571
"1193",7,"Tone2","X28",5,0.714285714285714
"1194",6,"Tone2","X28",4,0.571428571428571
"1195",5,"Tone2","X28",6,0.857142857142857
"1196",4,"Tone2","X28",7,1
"1197",3,"Tone2","X28",7,1
"1198",2,"Tone2","X28",7,1
"1199",1,"Tone2","X28",6,0.857142857142857
"1200",11,"Tone4","X28",3,0.428571428571429
"1201",10,"Tone4","X28",3,0.428571428571429
"1202",9,"Tone4","X28",6,0.857142857142857
"1203",8,"Tone4","X28",7,1
"1204",7,"Tone4","X28",7,1
"1205",6,"Tone4","X28",7,1
"1206",5,"Tone4","X28",5,0.714285714285714
"1207",4,"Tone4","X28",7,1
"1208",3,"Tone4","X28",7,1
"1209",2,"Tone4","X28",7,1
"1210",1,"Tone4","X28",7,1
"1211",11,"Tone1","X25",0,0
"1212",10,"Tone1","X25",0,0
"1213",9,"Tone1","X25",0,0
"1214",8,"Tone1","X25",0,0
"1215",7,"Tone1","X25",1,0.142857142857143
"1216",6,"Tone1","X25",4,0.571428571428571
"1217",5,"Tone1","X25",7,1
"1218",4,"Tone1","X25",7,1
"1219",3,"Tone1","X25",7,1
"1220",2,"Tone1","X25",6,0.857142857142857
"1221",1,"Tone1","X25",6,0.857142857142857
"1222",11,"Tone2","X25",0,0
"1223",10,"Tone2","X25",0,0
"1224",9,"Tone2","X25",0,0
"1225",8,"Tone2","X25",0,0
"1226",7,"Tone2","X25",0,0
"1227",6,"Tone2","X25",2,0.285714285714286
"1228",5,"Tone2","X25",2,0.285714285714286
"1229",4,"Tone2","X25",1,0.142857142857143
"1230",3,"Tone2","X25",6,0.857142857142857
"1231",2,"Tone2","X25",5,0.714285714285714
"1232",1,"Tone2","X25",5,0.714285714285714
"1233",11,"Tone4","X25",0,0
"1234",10,"Tone4","X25",0,0
"1235",9,"Tone4","X25",3,0.428571428571429
"1236",8,"Tone4","X25",7,1
"1237",7,"Tone4","X25",7,1
"1238",6,"Tone4","X25",6,0.857142857142857
"1239",5,"Tone4","X25",7,1
"1240",4,"Tone4","X25",7,1
"1241",3,"Tone4","X25",7,1
"1242",2,"Tone4","X25",7,1
"1243",1,"Tone4","X25",7,1
"1244",11,"Tone1","X19",0,0
"1245",10,"Tone1","X19",0,0
"1246",9,"Tone1","X19",0,0
"1247",8,"Tone1","X19",0,0
"1248",7,"Tone1","X19",3,0.428571428571429
"1249",6,"Tone1","X19",3,0.428571428571429
"1250",5,"Tone1","X19",7,1
"1251",4,"Tone1","X19",7,1
"1252",3,"Tone1","X19",7,1
"1253",2,"Tone1","X19",7,1
"1254",1,"Tone1","X19",7,1
"1255",11,"Tone2","X19",0,0
"1256",10,"Tone2","X19",1,0.142857142857143
"1257",9,"Tone2","X19",0,0
"1258",8,"Tone2","X19",0,0
"1259",7,"Tone2","X19",1,0.142857142857143
"1260",6,"Tone2","X19",1,0.142857142857143
"1261",5,"Tone2","X19",6,0.857142857142857
"1262",4,"Tone2","X19",7,1
"1263",3,"Tone2","X19",6,0.857142857142857
"1264",2,"Tone2","X19",7,1
"1265",1,"Tone2","X19",7,1
"1266",11,"Tone4","X19",0,0
"1267",10,"Tone4","X19",0,0
"1268",9,"Tone4","X19",2,0.285714285714286
"1269",8,"Tone4","X19",6,0.857142857142857
"1270",7,"Tone4","X19",6,0.857142857142857
"1271",6,"Tone4","X19",7,1
"1272",5,"Tone4","X19",7,1
"1273",4,"Tone4","X19",7,1
"1274",3,"Tone4","X19",7,1
"1275",2,"Tone4","X19",7,1
"1276",1,"Tone4","X19",7,1
